figure_id,panel_id,series_id,scientific_classification,semantic_role,source_or_formula,grid_or_domain,uncertainty_owner,visual_primitive,disposition,validity_gate,evidence_anchor,evidence_quality,verdict
fig:r123_atlas_f20b,UGC09133,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",68 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.101032088793, normalised max=0.692812219327, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20b,UGC09133,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,68 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_b:UGC09133:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102164571935, normalised max=0.596823630536, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,58 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102103006519, normalised max=0.592652868802, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,58 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102213570209, normalised max=0.59387182056, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,58 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102226478131, normalised max=0.597017648135, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,58 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",58 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.102268581855, normalised max=0.576301346257, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20c,NGC6946,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,58 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_c:NGC6946:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,HRC-0__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.715867004709, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,HRC-0__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,36 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:HRC-0,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,HRC-3__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.722752402073, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,HRC-3__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,36 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:HRC-3,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,MOND-standard__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.709133666323, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,MOND-standard__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,36 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:MOND-standard,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,NFW-fit__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.70501077829, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,NFW-fit__source_nodes,statistical_fit/approximation,two-parameter NFW estimator evaluated at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,36 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:NFW-fit,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,SPARC_observed_velocity,observations_unconnected,external SPARC observations,"frozen SPARC radius, velocity and uncertainty columns used by the rotation owner",36 irregular observed radii for this panel,SPARC displayed velocity errors,black unconnected error-bar markers,USE R154 UNCONNECTED OBSERVATIONS,"No connector, interpolation, or smoothing is assigned to observations.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,baryons__display_curve,display_only_residual_gated_PCHIP,"display-only curve; never used in fit, likelihood, residual, or source ordering",R154 residual-gated curvature regularisation of display nodes followed by shape-preserving PCHIP,dense in-domain display grid; no extrapolation,no statistical uncertainty; deterministic display residual recorded in R154 QA,smooth line plus separate faint source nodes,USE R154 DISPLAY-ONLY SUCCESSOR,"PASS: normalised RMS=0.2, normalised max=0.698389712887, new extrema=0, exact source hits=0; no topology/order/crossing violation.",LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
fig:r123_atlas_f20d,NGC7331,baryons__source_nodes,sparse_nodes_unconnected,frozen conditional model ordinates at source radii,frozen R102/R127 rotation source arrays; scientific fits and residuals remain on these ordinates,36 irregular source radii; no extrapolation,none on model ordinates; observational error belongs only to SPARC points,faint unconnected open nodes,RETAIN AS THE SCIENTIFIC NUMERIC OWNER,No physical continuous radial owner is inferred from these nodes.,LaTex/work/preprint/R154_SMOOTH_CURVE_SEMANTICS_CANDIDATE_v1/rotation/qa/R154_SMOOTH_CURVE_SEMANTICS_QA_v1.json:fig20_d:NGC7331:baryons,DIRECT_R154_ROTATION_QA,PASS_SUPPORTED_NO_UNKNOWN
